SnomedCTConceptId,Term
518731000000109,Bulgarian
519681000000108,Czech (ethnic group)
519681000000108,Czech
668681000000107,Other white ethnic group (ethnic group)
668681000000107,Other white ethnic group
707591000000104,Czech
707591000000104,Czech
710011000000101,Slovak (ethnic group)
710011000000101,Slovak
710021000000107,Slovak 
710021000000107,Slovak
718021000000105,Portuguese (ethnic group)
718021000000105,Portuguese
718031000000107,Portuguese 
718031000000107,Portuguese
718131000000106,Nepali (ethnic group)
718131000000106,Nepali
718141000000102,Nepalese 
718141000000102,Nepalese
976631000000101,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census (finding)
976631000000101,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census
976641000000105,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census 
976641000000105,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census
976651000000108,White: Irish - England and Wales ethnic category 2011 census (finding)
976651000000108,White: Irish - England and Wales ethnic category 2011 census
976661000000106,White: Irish - England and Wales ethnic category 2011 census 
976661000000106,White: Irish - England and Wales ethnic category 2011 census
976671000000104,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census (finding)
976671000000104,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census
976681000000102,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census 
976681000000102,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census
976691000000100,White: any other White background - England and Wales ethnic category 2011 census (finding)
976691000000100,White: any other White background - England and Wales ethnic category 2011 census
976701000000100,White: any other white background - England and Wales ethnic category 2011 census 
976701000000100,White: any other white background - England and Wales ethnic category 2011 census
976791000000107,Asian or Asian British: Indian - England and Wales ethnic category 2011 census (finding)
976791000000107,Asian or Asian British: Indian - England and Wales ethnic category 2011 census
976801000000106,Asian or Asian British: Indian - England and Wales ethnic category 2011 census 
976801000000106,Asian or Asian British: Indian - England and Wales ethnic category 2011 census
976811000000108,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census (finding)
976811000000108,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census
976821000000102,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census 
976821000000102,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census
976831000000100,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census (finding)
976831000000100,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census
976841000000109,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census 
976841000000109,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census
976851000000107,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census (finding)
976851000000107,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census
976861000000105,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census 
976861000000105,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census
976871000000103,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census (finding)
976871000000103,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census
976881000000101,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census 
976881000000101,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census
976891000000104,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census (finding)
976891000000104,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census
976901000000103,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census 
976901000000103,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census
976911000000101,Black or African or Caribbean or Black British: Caribbean - England and Wales ethnic category 2011 census (finding)
976911000000101,Black or African or Caribbean or Black British: Caribbean - England and Wales ethnic category 2011 census
976921000000107,Black or African or Caribbean or Black British : Caribbean - England and Wales ethnic category 2011 census (finding)
976921000000107,Black or African or Caribbean or Black British : Caribbean - England and Wales ethnic category 2011 census
976931000000109,Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census (finding)
976931000000109,Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census
976941000000100,Black or African or Caribbean or Black British : other black or African or Caribbean background - England and Wales ethnic category 2011 census 
976941000000100,Black or African or Caribbean or Black British : other black or African or Caribbean background - England and Wales ethnic category 2011 census
976951000000102,Other ethnic group: Arab - England and Wales ethnic category 2011 census (finding)
976951000000102,Other ethnic group: Arab - England and Wales ethnic category 2011 census
976961000000104,Other ethnic group: Arab - England and Wales ethnic category 2011 census 
976961000000104,Other ethnic group: Arab - England and Wales ethnic category 2011 census
977351000000100,White - Northern Ireland ethnic category 2011 census (finding)
977351000000100,White - Northern Ireland ethnic category 2011 census
977361000000102,White - Northern Ireland ethnic category 2011 census 
977361000000102,White - Northern Ireland ethnic category 2011 census
977371000000109,Irish Traveller - Northern Ireland ethnic category 2011 census (finding)
977371000000109,Irish Traveller - Northern Ireland ethnic category 2011 census
977381000000106,Irish Traveller - Northern Ireland ethnic category 2011 census 
977381000000106,Irish Traveller - Northern Ireland ethnic category 2011 census
977591000000103,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census (finding)
977591000000103,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census
977601000000109,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census 
977601000000109,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census
977711000000100,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census (finding)
977711000000100,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census
977721000000106,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census 
977721000000106,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census
977731000000108,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census (finding)
977731000000108,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census
977741000000104,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census 
977741000000104,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census
977751000000101,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census (finding)
977751000000101,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census
977761000000103,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census 
977761000000103,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census
977771000000105,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census (finding)
977771000000105,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census
977781000000107,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census 
977781000000107,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census
977791000000109,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census (finding)
977791000000109,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census
977801000000108,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census 
977801000000108,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census
977811000000105,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census (finding)
977811000000105,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census
977821000000104,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census 
977821000000104,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census
977831000000102,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census (finding)
977831000000102,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census
977841000000106,Black or African or Caribbean or Black British: other black or African or Caribbean background - Northern Ireland ethnic category 2011 census 
977841000000106,Black or African or Caribbean or Black British: other black or African or Caribbean background - Northern Ireland ethnic category 2011 census
977851000000109,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census (finding)
977851000000109,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census
977911000000103,White: Scottish - Scotland ethnic category 2011 census (finding)
977911000000103,White: Scottish - Scotland ethnic category 2011 census
977921000000109,White: Scottish - Scotland ethnic category 2011 census 
977921000000109,White: Scottish - Scotland ethnic category 2011 census
977931000000106,White: other British - Scotland ethnic category 2011 census (finding)
977931000000106,White: other British - Scotland ethnic category 2011 census
977941000000102,White: other British - Scotland ethnic category 2011 census 
977941000000102,White: other British - Scotland ethnic category 2011 census
977951000000104,White: Irish - Scotland ethnic category 2011 census (finding)
977951000000104,White: Irish - Scotland ethnic category 2011 census
977961000000101,White: Irish - Scotland ethnic category 2011 census 
977961000000101,White: Irish - Scotland ethnic category 2011 census
977971000000108,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census (finding)
977971000000108,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census
977981000000105,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census 
977981000000105,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census
978011000000101,White: Polish - Scotland ethnic category 2011 census (finding)
978011000000101,White: Polish - Scotland ethnic category 2011 census
978021000000107,White: Polish - Scotland ethnic category 2011 census 
978021000000107,White: Polish - Scotland ethnic category 2011 census
978031000000109,White: any other White ethnic group - Scotland ethnic category 2011 census (finding)
978031000000109,White: any other White ethnic group - Scotland ethnic category 2011 census
978041000000100,White: any other white ethnic group - Scotland ethnic category 2011 census 
978041000000100,White: any other white ethnic group - Scotland ethnic category 2011 census
978071000000106,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census (finding)"
978071000000106,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census"
978081000000108,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census "
978081000000108,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census"
978111000000100,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census (finding)"
978111000000100,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census"
978121000000106,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census "
978121000000106,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census"
978171000000105,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census (finding)"
978171000000105,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census"
978181000000107,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Banagaldeshi British - Scotland ethnic category 2011 census "
978181000000107,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Banagaldeshi British - Scotland ethnic category 2011 census"
978191000000109,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census (finding)
978191000000109,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census
978201000000106,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census 
978201000000106,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census
978211000000108,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census (finding)
978211000000108,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census
978221000000102,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census 
978221000000102,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census
978231000000100,"African: African, African Scottish or African British - Scotland ethnic category 2011 census (finding)"
978231000000100,"African: African, African Scottish or African British - Scotland ethnic category 2011 census"
978241000000109,"African: African, African Scottish or African British - Scotland ethnic category 2011 census "
978241000000109,"African: African, African Scottish or African British - Scotland ethnic category 2011 census"
978251000000107,African: any other African - Scotland ethnic category 2011 census (finding)
978251000000107,African: any other African - Scotland ethnic category 2011 census
978261000000105,African: any other African - Scotland ethnic category 2011 census 
978261000000105,African: any other African - Scotland ethnic category 2011 census
978271000000103,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census (finding)"
978271000000103,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census"
978281000000101,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census "
978281000000101,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census"
978341000000102,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census (finding)"
978341000000102,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census"
978351000000104,"Caribbean or Black: Black,  Black Scottish or  Black British - Scotland ethnic category 2011 census "
978351000000104,"Caribbean or Black: Black,  Black Scottish or  Black British - Scotland ethnic category 2011 census"
978361000000101,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census (finding)
978361000000101,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census
978371000000108,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census 
978371000000108,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census
1036211000000103,Slovak Roma (ethnic group)
1036211000000103,Slovak Roma
1036251000000104,Czech Roma (ethnic group)
1036251000000104,Czech Roma
1036281000000105,Hungarian Roma (ethnic group)
1036281000000105,Hungarian Roma
1036301000000106,Polish Roma (ethnic group)
1036301000000106,Polish Roma
1036321000000102,Romanian Roma (ethnic group)
1036321000000102,Romanian Roma
1036341000000109,Roma (ethnic group)
1036341000000109,Roma
1036341000000109,Roma ethnic group
1036351000000107,Roma 
1036351000000107,Roma
1036361000000105,Bulgarian Roma (ethnic group)
1036361000000105,Bulgarian Roma
1050801000000102,Bulgarian Roma
1050801000000102,Bulgarian Roma
1050811000000100,Czech Roma
1050811000000100,Czech Roma
1050821000000106,Polish Roma
1050821000000106,Polish Roma
1050831000000108,Romanian Roma
1050831000000108,Romanian Roma
1050841000000104,Slovak Roma
1050841000000104,Slovak Roma
1050851000000101,Hungarian Roma
1050851000000101,Hungarian Roma
2688009,Tristan da Cunhans
2688009,Tristan da Cunhans (ethnic group)
2720008,Hututu
2720008,Hututu (ethnic group)
6373008,Choco
6373008,Choco (ethnic group)
10008004,Ewe
10008004,Ewe (ethnic group)
13428006,Melanesian race
13428006,Melanesian-Papuan race
13428006,Melanesian-Papuan
13428006,Melanesian race (finding)
18575005,Oceanian
18575005,"Oceanian, NOS"
18575005,Oceanian (ethnic group)
23922002,Batutsi
23922002,Batutsi (ethnic group)
25750005,Admiralty Islanders
25750005,Admiralty Islanders (ethnic group)
37843006,Fulani
37843006,Fulani (ethnic group)
50405005,Senoy
50405005,Senoy (ethnic group)
50405005,Senoi (ethnic group)
50405005,Senoi
51750002,Hottentot
51750002,Hottentot (ethnic group)
58047002,Barundi
58047002,Barundi (ethnic group)
59366001,Ibo
59366001,Ibo (ethnic group)
67439005,Msutu
67439005,Msutu (ethnic group)
71176007,Pygmies
71176007,Pygmies (ethnic group)
72201005,Hobe
72201005,Hobe (ethnic group)
72248007,Kikuyu
72248007,Kikuyu (ethnic group)
74159009,Melanuans
74159009,Melanuans (ethnic group)
83584002,Luo
83584002,Luo (ethnic group)
113170005,Aymara
113170005,Aymara (ethnic group)
113171009,Coushatta
113171009,Coushatta (ethnic group)
154201009,Black Caribbean and White
154201009,Black Caribbean and White
154201009,Black Caribbean and White (ethnic group)
154202002,Black African and White
154202002,Black African and White
154202002,Black African and White (ethnic group)
154212009,New Zealand ethnic groups
154212009,New Zealand ethnic groups
154212009,New Zealand ethnic groups (ethnic group)
154215006,New Zealand Maori
154215006,New Zealand Maori
154215006,New Zealand Maori (ethnic group)
154216007,Samoan
154216007,Samoan
154216007,Samoan (ethnic group)
154217003,Cook Island Maori
154217003,Cook Island Maori
154217003,Cook Island Maori (ethnic group)
154218008,Tongan
154218008,Tongan
154218008,Tongan (ethnic group)
154219000,Niuean
154219000,Niuean
154219000,Niuean (ethnic group)
154220006,Tokelauan
154220006,Tokelauan
154220006,Tokelauan (ethnic group)
154221005,Fijian
154221005,Fijian
154221005,Fijian (ethnic group)
154229007,New Zealand ethnic group NOS
154229007,New Zealand ethnic group NOS
154229007,New Zealand ethnic group NOS (ethnic group)
160532004,Race: Afro-caucasian
160532004,Race: Afro-caucasian (finding)
186024003,Black Caribbean and White
186024003,Black Caribbean and White
186024003,Black Caribbean and White (ethnic group)
186025002,Black African and White
186025002,Black African and White
186025002,Black African and White (ethnic group)
186035008,New Zealand ethnic groups
186035008,New Zealand ethnic groups (ethnic group)
186039002,New Zealand Maori
186039002,New Zealand Maori (ethnic group)
186039002,New Zealand M?ori (ethnic group)
186039002,New Zealand M?ori
186040000,Cook Island Maori
186040000,Cook Island Maori (ethnic group)
186040000,Cook Island M?ori
186040000,Cook Island M?ori (ethnic group)
186041001,Niuean
186041001,Niuean (ethnic group)
186042008,Tokelauan
186042008,Tokelau
186042008,Tokelauan (ethnic group)
186048007,New Zealand ethnic group NOS
186048007,New Zealand ethnic group NOS (observable entity)
186048007,New Zealand ethnic group NOS (ethnic group)
315634007,Black Caribbean and White
315634007,Black Caribbean and White (ethnic group)
315635008,Black African and White
315635008,Black African and White (ethnic group)
870448005,Khoikhoi
870448005,Khoikhoi (ethnic group)
86211000000106,Other - ethnic category 2001 census
86211000000106,Other - ethnic category 2001 census
88991000000105,Jewish - ethnic category 2001 census
88991000000105,Jewish - ethnic category 2001 census (finding)
89021000000101,South and Central American - ethnic category 2001 census
89021000000101,South and Central American - ethnic category 2001 census (finding)
89031000000104,Muslim - ethnic category 2001 census
89031000000104,Muslim - ethnic category 2001 census (finding)
92421000000102,White and Black Caribbean - ethnic category 2001 census
92421000000102,White and Black Caribbean - ethnic category 2001 census (finding)
92431000000100,White and Black African - ethnic category 2001 census
92431000000100,White and Black African - ethnic category 2001 census (finding)
92441000000109,White and Asian - ethnic category 2001 census
92441000000109,White and Asian - ethnic category 2001 census (finding)
92451000000107,Other Mixed background - ethnic category 2001 census
92451000000107,Other Mixed background - ethnic category 2001 census (finding)
92521000000101,Other - ethnic category 2001 census
92521000000101,Other - ethnic category 2001 census (finding)
92581000000100,Black and Asian - ethnic category 2001 census
92581000000100,Black and Asian - ethnic category 2001 census (finding)
92591000000103,Black and Chinese - ethnic category 2001 census
92591000000103,Black and Chinese - ethnic category 2001 census (finding)
92601000000109,Chinese and White - ethnic category 2001 census
92601000000109,Chinese and White - ethnic category 2001 census (finding)
92611000000106,Asian and Chinese - ethnic category 2001 census
92611000000106,Asian and Chinese - ethnic category 2001 census (finding)
92621000000100,Other Mixed or Mixed unspecified - ethnic category 2001 census
92621000000100,Other Mixed or Mixed unspecified - ethnic category 2001 census (finding)
94081000000103,Israeli - ethnic category 2001 census
94081000000103,Israeli - ethnic category 2001 census (finding)
94091000000101,Kurdish - ethnic category 2001 census
94091000000101,Kurdish - ethnic category 2001 census (finding)
94111000000106,Latin American - ethnic category 2001 census
94111000000106,Latin American - ethnic category 2001 census (finding)
94121000000100,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census
94121000000100,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census (finding)
94131000000103,Buddhist - ethnic category 2001 census
94131000000103,Buddhist - ethnic category 2001 census (finding)
94141000000107,Sikh - ethnic category 2001 census
94141000000107,Sikh - ethnic category 2001 census (finding)
94151000000105,Any other group - ethnic category 2001 census
94151000000105,Any other group - ethnic category 2001 census (finding)
98551000000108,White and Black Caribbean - ethnic category 2001 census
98551000000108,White and Black Caribbean - ethnic category 2001 census
98561000000106,White and Black African - ethnic category 2001 census
98561000000106,White and Black African - ethnic category 2001 census
98571000000104,White and Asian - ethnic category 2001 census
98571000000104,White and Asian - ethnic category 2001 census
103461000000105,White and Black Caribbean - ethnic category 2001 census
103461000000105,White and Black Caribbean - ethnic category 2001 census
103471000000103,White and Black African - ethnic category 2001 census
103471000000103,White and Black African - ethnic category 2001 census
103481000000101,White and Asian - ethnic category 2001 census
103481000000101,White and Asian - ethnic category 2001 census
103821000000104,Buddhist - ethnic category 2001 census
103821000000104,Buddhist - ethnic category 2001 census
103831000000102,Hindu - ethnic category 2001 census
103831000000102,Hindu - ethnic category 2001 census
103841000000106,Jewish - ethnic category 2001 census
103841000000106,Jewish - ethnic category 2001 census
103851000000109,Muslim - ethnic category 2001 census
103851000000109,Muslim - ethnic category 2001 census
103861000000107,Sikh - ethnic category 2001 census
103861000000107,Sikh - ethnic category 2001 census
103901000000100,Israeli - ethnic category 2001 census
103901000000100,Israeli - ethnic category 2001 census
103921000000109,Kurdish - ethnic category 2001 census
103921000000109,Kurdish - ethnic category 2001 census
103941000000102,Latin American - ethnic category 2001 census
103941000000102,Latin American - ethnic category 2001 census
103951000000104,South and Central American - ethnic category 2001 census
103951000000104,South and Central American - ethnic category 2001 census
103961000000101,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census
103961000000101,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census
103971000000108,Any other group - ethnic category 2001 census
103971000000108,Any other group - ethnic category 2001 census
110771000000104,Black and White - ethnic category 2001 census
110771000000104,Black and White - ethnic category 2001 census (finding)
110831000000107,Hindu - ethnic category 2001 census
110831000000107,Hindu - ethnic category 2001 census (finding)
976711000000103,Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census (finding)
976711000000103,Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census
976721000000109,Mixed multiple ethnic groups: white and black Caribbean - England and Wales ethnic category 2011 census 
976721000000109,Mixed multiple ethnic groups: white and black Caribbean - England and Wales ethnic category 2011 census
976731000000106,Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census (finding)
976731000000106,Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census
976741000000102,Mixed multiple ethnic groups: white and black African - England and Wales ethnic category 2011 census 
976741000000102,Mixed multiple ethnic groups: white and black African - England and Wales ethnic category 2011 census
976751000000104,Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census (finding)
976751000000104,Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census
976761000000101,Mixed multiple ethnic groups: white and Asian - England and Wales ethnic category 2011 census 
976761000000101,Mixed multiple ethnic groups: white and Asian - England and Wales ethnic category 2011 census
976771000000108,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census (finding)
976771000000108,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census
976781000000105,Mixed multiple ethnic groups: any other Mixed or  Multiple ethnic background - England and Wales ethnic category 2011 census 
976781000000105,Mixed multiple ethnic groups: any other Mixed or  Multiple ethnic background - England and Wales ethnic category 2011 census
976971000000106,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census (finding)
976971000000106,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census
976981000000108,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census 
976981000000108,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census
977391000000108,Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census (finding)
977391000000108,Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census
977401000000106,Mixed multiple ethnic groups: white and black Caribbean - Northern Ireland ethnic category 2011 census 
977401000000106,Mixed multiple ethnic groups: white and black Caribbean - Northern Ireland ethnic category 2011 census
977411000000108,Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census (finding)
977411000000108,Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census
977421000000102,Mixed multiple ethnic groups: white and black African - Northern Ireland ethnic category 2011 census 
977421000000102,Mixed multiple ethnic groups: white and black African - Northern Ireland ethnic category 2011 census
977431000000100,Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census (finding)
977431000000100,Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census
977441000000109,Mixed multiple ethnic groups: white and Asian - Northern Ireland ethnic category 2011 census 
977441000000109,Mixed multiple ethnic groups: white and Asian - Northern Ireland ethnic category 2011 census
977551000000106,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census (finding)
977551000000106,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census
977561000000109,Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - Northern Ireland ethnic category 2011 census 
977561000000109,Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - Northern Ireland ethnic category 2011 census
977861000000107,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census 
977861000000107,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census
977871000000100,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census (finding)
977871000000100,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census
977881000000103,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census 
977881000000103,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census
978051000000102,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census (finding)
978051000000102,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census
978061000000104,Mixed or multiple ethnic groups: any Mixed or Multiple ethnic group - Scotland ethnic category 2011 census 
978061000000104,Mixed or multiple ethnic groups: any Mixed or Multiple ethnic group - Scotland ethnic category 2011 census
978381000000105,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census (finding)"
978381000000105,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census"
978391000000107,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census "
978391000000107,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census"
978401000000105,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census (finding)
978401000000105,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census
978411000000107,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census 
978411000000107,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census
414661004,Melanesian (ethnic group)
414661004,Melanesian
414661004,Melanesian-Papuan
108342005,South Asian AND/OR Australian aborigine
108342005,South Asian AND/OR Australian aborigine (ethnic group)
91488008,New Britons
91488008,New Britons (ethnic group)
91191002,Oraons
91191002,Oraons (ethnic group)
91066000,Tatars
91066000,Tatars (ethnic group)
90348007,Ghashgai
90348007,Ghashgai (ethnic group)
86275006,Samoans
86275006,Samoan
86275006,Samoan (ethnic group)
85515006,Eskimo
85515006,Eskimo (ethnic group)
83939006,Irula
83939006,Irula (ethnic group)
81283004,Todas
81283004,Todas (ethnic group)
79434006,Quechua
79434006,Quechua (ethnic group)
77686000,Kwakiutl
77686000,Kwakiutl (ethnic group)
77502007,Atacamenos
77502007,Atacamenos (ethnic group)
76883002,Huichol
76883002,Huichol (ethnic group)
76768002,Filipinos
76768002,Filipinos (ethnic group)
75326007,Labradors
75326007,Labradors (ethnic group)
75301003,Mapuche
75301003,Mapuche (ethnic group)
74302004,Apache
74302004,Apache (ethnic group)
73736004,Maori
73736004,Maori (ethnic group)
73736004,M?ori (ethnic group)
73736004,M?ori
73524008,Caingang
73524008,Caingang (ethnic group)
71949006,Chippewa
71949006,Chippewa (ethnic group)
66406004,Huasteco
66406004,Huasteco (ethnic group)
